Epoch,d_loss,g_loss
1,0.7511936393446353,2.3430118221781657
2,0.6110750593940651,2.7521260366447446
3,0.5590168197916301,2.585672792341155
4,0.6224045840430575,2.253344256677099
5,0.6797011763032185,2.0483066887616603
6,0.7634126550710595,1.859167432162299
7,0.7932122827990096,1.84357369835697
8,0.7838297976947415,1.8611095153065378
9,0.812079907901315,1.8011655513920002
10,0.8318459142499895,1.746824729163001
11,0.8470585131918443,1.7407855383877053
12,0.8772106281698131,1.7068853140639852
13,0.8794947922356856,1.7038419591719662
14,0.8978319378422775,1.6839306632847166
15,0.9113379104146316,1.6747208235741677
16,0.9185807904534375,1.6613715489281775
17,0.9181711427899185,1.6661505099298604
18,0.9156383592754539,1.6686122754235257
19,0.927351889230295,1.6409597321232754
20,0.9213581227226806,1.6607837202325304
21,0.9300237207778735,1.6425179818800009
22,0.9242131422355231,1.6514806364263808
23,0.9307831312134576,1.6463880213593114
24,0.9240513333538448,1.6504096047583419
25,0.9243007588075168,1.6498537471553665
26,0.9198939008975843,1.6624264295802695
27,0.924269679719324,1.65585063464606
28,0.9222480517937176,1.6493613725023737
29,0.9217351124739088,1.653345807656042
30,0.921742446863575,1.652265391751393
31,0.9205081382635306,1.6490951033035066
32,0.9211858502551437,1.656815754833506
33,0.9123462335164867,1.6605640143346685
34,0.9146648313858108,1.652813842937128
35,0.9143886970622199,1.6589600994769953
36,0.9093231981528848,1.6617925739618762
37,0.9097859251187809,1.6637449707430818
38,0.9066228456556924,1.661563145517032
39,0.9054492514080076,1.6566726911042544
40,0.8997192221727452,1.6568350058628807
41,0.8984425044390184,1.6660477885051068
42,0.8991056872106818,1.681259352324614
43,0.8999618961295085,1.6723639011255969
44,0.8905799997799686,1.6769330050391176
45,0.893572213028921,1.6839030134017026
46,0.8886209864860405,1.6947665943392813
47,0.8865717696482693,1.6949825626192316
48,0.8877197485297982,1.693879089693525
49,0.887690103789573,1.7077167594610756
50,0.8857365876658639,1.699878059915388
51,0.8835787175020684,1.7082333962546228
52,0.8739379447962302,1.7231115034139994
53,0.8777555524031999,1.7200350547268954
54,0.8723201246848747,1.7303622654760316
55,0.869096140506298,1.7346363859390146
56,0.8698397042559408,1.7281464603918193
57,0.864687610187256,1.7508710285366724
58,0.8689054763679311,1.7406853002780027
59,0.8553745456055791,1.7604560666501141
60,0.8554857296984333,1.7553385513931958
61,0.8519540677097306,1.7670684527359537
62,0.8468645476837402,1.7697027096870357
63,0.8455502767838649,1.7912705489821525
64,0.8386353218574514,1.7922481557707797
65,0.8373308193200687,1.8054914024592972
66,0.836725907571026,1.8033198797499448
67,0.8334770342116671,1.806464616296642
68,0.8292978021826571,1.812314510980903
69,0.8286273419571075,1.8206101463420559
70,0.819303631671329,1.831931691688261
71,0.8166809088385689,1.83651975623326
72,0.8143562511531021,1.8427450261644718
73,0.8049701253043563,1.8576335520632485
74,0.8081454528944452,1.8662048224320036
75,0.8097841951575107,1.8684333364592431
76,0.803597375003895,1.8674119107250466
77,0.7942741179008728,1.875276152894441
78,0.7857895425832602,1.8914278642709321
79,0.7877800129354,1.8979625175756687
80,0.7789901751858085,1.9130331246075092
81,0.7828022142622009,1.915851365147369
82,0.7783308781302178,1.920598878026771
83,0.7743333164594575,1.9268190734930384
84,0.7693069938467001,1.9288731850286536
85,0.7693035160856587,1.938995581827184
86,0.7629661680475227,1.9509777886781103
87,0.7583658333335604,1.9591152068140156
88,0.7520816834655397,1.964415782931517
89,0.7582211038197028,1.9700176291374256
90,0.7492099734448167,1.979461133480072
91,0.7498189108188091,1.9795580268668722
92,0.7444774113627258,2.0065133870283423
93,0.7391988824981489,2.0143880009142827
94,0.7350969836036406,2.0031326132288365
95,0.7370555049765593,2.0075502975154786
96,0.7285247503726213,2.0137185192565674
97,0.7250115421932262,2.021126824401335
98,0.7242200377859922,2.030842111690212
99,0.7219796317504413,2.0400205895082273
100,0.7168184767590403,2.05003491571463
